sentence_id	token_id	token	surprisal
1	1	If	0.0
1	2	Ġyou	4.683626
1	3	Ġwere	5.995095
1	4	Ġto	2.357749
1	5	Ġjourney	14.247728
1	6	Ġto	2.40308
1	7	Ġthe	2.43368
1	8	ĠNorth	6.557925
1	9	Ġof	6.5474239999999995
1	10	ĠEngland	2.868361
1	11	,	1.836468
1	12	Ġyou	1.824214
1	13	Ġwould	1.038835
1	14	Ġcome	5.703698999999999
1	15	Ġto	2.209521
1	16	Ġa	3.1120330000000003
1	17	Ġvalley	9.563836
1	18	Ġthat	4.694535
1	19	Ġis	2.587878
1	20	Ġsurrounded	7.600055
1	21	Ġby	0.19559
1	22	Ġmo	13.142776999999999
1	23	ors	0.318317
1	24	Ġas	8.798619
1	25	Ġhigh	6.254428
1	26	Ġas	0.05214
1	27	Ġmountains	7.41528
1	28	.	1.094843
2	1	It	0.0
2	2	Ġis	4.183676999999999
2	3	Ġin	7.023458
2	4	Ġthis	4.331999
2	5	Ġvalley	12.974307000000001
2	6	Ġwhere	3.6263019999999995
2	7	Ġyou	5.224292
2	8	Ġwould	7.031994
2	9	Ġfind	2.292105
2	10	Ġthe	2.1130430000000002
2	11	Ġcity	8.637298
2	12	Ġof	0.731662
2	13	ĠBradford	13.835704000000002
2	14	,	1.689289
2	15	Ġwhere	3.1319529999999998
2	16	Ġonce	9.128504
2	17	Ġa	3.3484269999999996
2	18	Ġthousand	6.40911
2	19	Ġspinning	17.9267
2	20	Ġj	10.131813000000001
2	21	enn	9.671149
2	22	ies	0.242013
2	23	Ġthat	8.708528999999999
2	24	Ġhum	13.096286
2	25	med	0.642701
2	26	Ġand	3.383145
2	27	Ġcl	6.698933
2	28	attered	5.172591000000001
2	29	Ġspun	14.801845000000002
2	30	Ġwool	14.316101000000002
2	31	Ġinto	5.6051150000000005
2	32	Ġmoney	13.147901999999998
2	33	Ġfor	7.078550999999999
2	34	Ġthe	1.4217959999999998
2	35	Ġlong	10.481100999999999
2	36	-	2.832688
2	37	be	8.949917
2	38	arded	2.021697
2	39	Ġmill	8.934982000000002
2	40	Ġowners	5.9619230000000005
2	41	.	1.9944389999999999
3	1	That	0.0
3	2	Ġall	8.303465
3	3	Ġmill	21.339481
3	4	Ġowners	8.52282
3	5	Ġwere	5.294684999999999
3	6	Ġgenerally	11.788549
3	7	Ġbusy	10.728397
3	8	Ġas	7.614910000000001
3	9	Ġbe	11.862293
3	10	avers	4.4259379999999995
3	11	Ġand	2.636375
3	12	Ġquite	12.5791
3	13	Ġpleased	6.497732
3	14	Ġwith	1.026986
3	15	Ġthemselves	6.5675360000000005
3	16	Ġfor	4.163349
3	17	Ġbeing	4.4676849999999995
3	18	Ġso	3.863376
3	19	Ġsuccessful	5.323248
3	20	Ġand	5.172326
3	21	Ġwell	5.974056
3	22	Ġoff	5.87401
3	23	Ġwas	11.541214
3	24	Ġknown	9.211292
3	25	Ġto	2.520283
3	26	Ġthe	3.173291
3	27	Ġresidents	8.366439999999999
3	28	Ġof	1.1046040000000001
3	29	ĠBradford	11.298411
3	30	,	2.978464
3	31	Ġand	3.7923760000000004
3	32	Ġif	7.685041
3	33	Ġyou	3.570293
3	34	Ġwere	3.126984
3	35	Ġto	2.700008
3	36	Ġgo	4.373975
3	37	Ġinto	4.192437
3	38	Ġthe	2.0165290000000002
3	39	Ġcity	4.288629
3	40	Ġto	4.438715
3	41	Ġvisit	3.965074
3	42	Ġthe	2.1992990000000003
3	43	Ġstate	10.369807000000002
3	44	ly	2.2816259999999997
3	45	ĠCity	11.545527
3	46	ĠHall	0.762389
3	47	,	2.2139900000000003
3	48	Ġyou	0.9642360000000001
3	49	Ġwould	0.9255639999999999
3	50	Ġsee	2.776622
3	51	Ġthere	6.3057870000000005
3	52	Ġthe	7.584014999999999
3	53	ĠCrest	16.528558
3	54	Ġof	2.726633
3	55	Ġthe	3.4859489999999997
3	56	ĠCity	5.747685
3	57	Ġof	4.481439
3	58	ĠBradford	0.678979
3	59	,	1.9463240000000002
3	60	Ġwhich	2.675959
3	61	Ġthose	14.476220999999999
3	62	Ġsame	8.565698
3	63	Ġmill	2.340115
3	64	Ġowners	0.151256
3	65	Ġcreated	10.071669
3	66	Ġto	4.225479
3	67	Ġcelebrate	5.518518
3	68	Ġtheir	1.612018
3	69	Ġachievements	5.6176129999999995
3	70	.	1.3253700000000002
4	1	It	0.0
4	2	Ġshows	10.918012
4	3	Ġa	3.935107
4	4	Ġsinister	13.775087
4	5	Ġlooking	9.209056
4	6	Ġbo	13.785545999999998
4	7	ar	3.333907
4	8	's	6.494039
4	9	Ġhead	2.656617
4	10	Ġsitting	8.478860000000001
4	11	Ġon	1.4846139999999999
4	12	Ġtop	3.71622
4	13	Ġof	0.0199
4	14	Ġa	1.206487
4	15	Ġwell	9.365687
4	16	Ġwhich	7.802492
4	17	Ġseems	5.807123000000001
4	18	Ġpuzzling	17.188845999999998
4	19	Ġat	4.463792
4	20	Ġfirst	0.058671
4	21	,	2.613177
4	22	Ġbut	0.6024609999999999
4	23	Ġthe	4.287122
4	24	Ġreason	8.56595
4	25	Ġfor	2.964881
4	26	Ġthis	1.8857599999999999
4	27	Ġsymbol	13.545836999999999
4	28	Ġis	0.839043
4	29	Ġa	6.058189
4	30	Ġmatter	5.961761
4	31	Ġof	0.12080199999999999
4	32	Ġlegend	5.537537
4	33	.	0.5972270000000001
5	1	There	0.0
5	2	Ġwas	5.585371
5	3	Ġonce	9.609881
5	4	,	5.2076519999999995
5	5	Ġlegend	17.244467999999998
5	6	Ġhas	1.307239
5	7	Ġit	0.001131
5	8	,	0.05779600000000001
5	9	Ġa	1.83828
5	10	Ġfearsome	12.992488999999999
5	11	Ġbo	11.464247
5	12	ar	0.323687
5	13	,	3.276434
5	14	Ġwhich	3.6704730000000003
5	15	Ġlived	7.04705
5	16	Ġin	1.5161799999999999
5	17	Ġa	2.292452
5	18	Ġwood	7.702265
5	19	Ġlocated	14.754912
5	20	Ġjust	4.5808599999999995
5	21	Ġoutside	2.013257
5	22	Ġthe	1.507659
5	23	Ġman	11.789367
5	24	or	0.645532
5	25	Ġof	4.153042
5	26	ĠBradford	14.629832
5	27	.	1.617476
6	1	A	0.0
6	2	Ġsource	11.837406
6	3	Ġof	6.6023380000000005
6	4	Ġgreat	7.150399
6	5	Ġtrouble	9.493246000000001
6	6	Ġto	4.344218
6	7	Ġthe	2.208569
6	8	Ġlocal	8.551675
6	9	Ġfolk	11.623977
6	10	Ġthe	9.461217
6	11	Ġbo	14.121015
6	12	ar	2.589545
6	13	Ġwas	3.8553379999999997
6	14	,	5.992536
6	15	Ġbringing	13.390134
6	16	Ġterror	10.035644
6	17	Ġto	1.239519
6	18	Ġthe	1.68891
6	19	Ġpeaceful	12.508188
6	20	Ġfl	11.840728
6	21	ocks	0.11652
6	22	Ġand	3.842401
6	23	Ġrav	11.844956
6	24	aging	0.5202760000000001
6	25	Ġthe	1.252057
6	26	Ġcountryside	5.390752
6	27	Ġaround	8.226673
6	28	.	3.4444199999999996
7	1	Even	0.0
7	2	Ġworse	13.997010000000001
7	3	,	0.634127
7	4	Ġhowever	9.210655000000001
7	5	,	0.060078
7	6	Ġthe	3.630789
7	7	Ġbo	14.819704000000002
7	8	ar	6.772785000000001
7	9	Ġmost	13.124362
7	10	Ġliked	11.67954
7	11	Ġto	1.451023
7	12	Ġgo	8.222934
7	13	Ġto	2.691322
7	14	Ġthe	3.793571
7	15	Ġwell	11.166022
7	16	Ġthat	8.983221
7	17	Ġwas	3.0657799999999997
7	18	Ġin	5.803605
7	19	Ġthe	1.25051
7	20	Ġwood	10.367042
7	21	Ġand	5.670578
7	22	Ġdrink	7.211645
7	23	Ġits	4.00036
7	24	Ġfresh	10.668133000000001
7	25	Ġwater	1.6981110000000001
7	26	,	3.079214
7	27	Ġso	5.889378
7	28	Ġthat	1.180085
7	29	Ġthe	2.8874419999999996
7	30	Ġpeople	7.460795
7	31	Ġof	2.873397
7	32	ĠBradford	15.424392000000001
7	33	Ġhad	4.610432
7	34	Ġsecond	14.431748
7	35	Ġthoughts	1.693109
7	36	Ġabout	2.7961150000000004
7	37	Ġvisiting	9.145479
7	38	Ġthe	2.110513
7	39	Ġwell	1.542619
7	40	.	1.143779
8	1	That	0.0
8	2	Ġthe	5.135198
8	3	Ġpeople	8.237169999999999
